小区ID,城市,行政区,小区名称,户型分类,户型类型,标准面积,面积区间,户型租金/毛坯,租金/简易装修,租金/精装修,租金/豪华装修,租金/付款方式,更新时间
---,上海,松江区,金港花园（公寓）,4室1厅,---,24,"(2, 12]",1990,1990,1990,1990,押一付三,---
---,上海,松江区,象屿名城,4室1厅,---,8,"(0, 10]",1990,1990,1990,1990,押一付三,---
---,上海,松江区,江川二村北区,3室1厅,---,13,"(1, 11]",1590,1590,1590,1590,押一付三,---
---,上海,松江区,清泉警苑,4室1厅,---,11,"(1, 11]",1630,1630,1630,1630,押一付三,---
---,上海,松江区,国亭花苑,3室1厅,---,18,"(1, 11]",2140,2140,2140,2140,押一付三,---
---,上海,松江区,江川二村北区,4室1厅,---,14,"(1, 11]",1600,1600,1600,1600,押一付三,---
---,上海,松江区,贝尚湾（公寓）,3室1厅,---,9,"(0, 10]",2030,2030,2030,2030,押一付三,---
---,上海,松江区,江川二村北区,4室1厅,---,14,"(1, 11]",1600,1600,1600,1600,押一付三,---
---,上海,松江区,奥林匹克花园,2室1厅,---,13,"(1, 11]",2330,2330,2330,2330,押一付三,---
---,上海,松江区,贝尚湾（公寓）,4室1厅,---,13,"(1, 11]",2230,2230,2230,2230,押一付三,---
---,上海,松江区,渔洋苑,3室1厅,---,12,"(1, 11]",1700,1700,1700,1700,押一付三,---
---,上海,松江区,新凯城银杏苑,3室1厅,---,13,"(1, 11]",1490,1490,1490,1490,押一付三,---
---,上海,松江区,江川二村北区,4室1厅,---,14,"(1, 11]",1600,1600,1600,1600,押一付三,---
---,上海,松江区,华润佘山九里,5室1厅,---,19,"(1, 11]",1390,1390,1390,1390,押一付三,---
---,上海,松江区,金港花园（公寓）,4室1厅,---,15,"(1, 11]",1730,1730,1730,1730,押一付三,---
---,上海,松江区,上海源花城,4室1厅,---,10,"(1, 11]",1730,1730,1730,1730,押一付三,---
---,上海,松江区,江川二村北区,4室1厅,---,11,"(1, 11]",1530,1530,1530,1530,押一付三,---
---,上海,松江区,天宝恬苑,3室1厅,---,13,"(1, 11]",1860,1860,1860,1860,押一付三,---
---,上海,松江区,知雅汇（公寓）,4室1厅,---,17,"(1, 11]",1900,1900,1900,1900,押一付三,---
---,上海,松江区,摩卡小城,3室1厅,---,13,"(1, 11]",1960,1960,1960,1960,押一付三,---
---,上海,松江区,江诚苑,4室1厅,---,11,"(1, 11]",1290,1290,1290,1290,押一付三,---
---,上海,松江区,塘和家园·海康苑,4室1厅,---,7,"(0, 10]",1290,1290,1290,1290,押一付三,---
---,上海,松江区,祥和花苑,4室1厅,---,13,"(1, 11]",1360,1360,1360,1360,押一付三,---
---,上海,松江区,摩卡小城,4室1厅,---,12,"(1, 11]",1790,1790,1790,1790,押一付三,---
---,上海,松江区,白洋苑,3室1厅,---,15,"(1, 11]",1460,1460,1460,1460,押一付三,---
---,上海,松江区,通波小区,3室1厅,---,18,"(1, 11]",1530,1530,1530,1530,押一付三,---
---,上海,松江区,金港花园（公寓）,3室1厅,---,13,"(1, 11]",1730,1730,1730,1730,押一付三,---
---,上海,松江区,绿地蔷薇九里,4室1厅,---,16,"(1, 11]",1800,1800,1800,1800,押一付三,---
---,上海,松江区,金港花园（公寓）,3室1厅,---,15,"(1, 11]",1830,1830,1830,1830,押一付三,---
---,上海,松江区,上海源花城,4室1厅,---,20,"(2, 12]",2030,2030,2030,2030,押一付三,---
---,上海,松江区,保利西子湾,3室1厅,---,9,"(0, 10]",1530,1530,1530,1530,押一付三,---
---,上海,松江区,荣乐小区,4室1厅,---,13,"(1, 11]",1390,1390,1390,1390,押一付三,---
---,上海,松江区,塘和家园·海康苑,3室1厅,---,11,"(1, 11]",1460,1460,1460,1460,押一付三,---
---,上海,松江区,保利西子湾,3室1厅,---,14,"(1, 11]",1760,1760,1760,1760,押一付三,---
---,上海,松江区,三湘四季花城,4室1厅,---,25,"(2, 12]",2340,2340,2340,2340,押一付三,---
---,上海,松江区,江川二村北区,3室1厅,---,13,"(1, 11]",1490,1490,1490,1490,押一付三,---
---,上海,松江区,公捷苑,4室1厅,---,17,"(1, 11]",1490,1490,1490,1490,押一付三,---
---,上海,松江区,三湘四季花城,4室1厅,---,11,"(1, 11]",1660,1660,1660,1660,押一付三,---
---,上海,松江区,塘和家园·海康苑,4室1厅,---,7,"(0, 10]",1260,1260,1260,1260,押一付三,---
---,上海,松江区,上海源花城,3室1厅,---,17,"(1, 11]",1960,1960,1960,1960,押一付三,---
---,上海,松江区,江虹花园,5室1厅,---,9,"(0, 10]",1160,1160,1160,1160,押一付三,---
---,上海,松江区,奥林匹克花园,4室1厅,---,12,"(1, 11]",1930,1930,1930,1930,押一付三,---
---,上海,松江区,保利西子湾,4室1厅,---,22,"(2, 12]",2290,2290,2290,2290,押一付三,---
---,上海,松江区,文景苑,4室1厅,---,12,"(1, 11]",1530,1530,1530,1530,押一付三,---
---,上海,松江区,信达蓝爵,4室1厅,---,15,"(1, 11]",2090,2090,2090,2090,押一付三,---
---,上海,松江区,明丰公寓,3室1厅,---,22,"(2, 12]",1850,1850,1850,1850,押一付三,---
---,上海,松江区,方舟园,4室1厅,---,11,"(1, 11]",1160,1160,1160,1160,押一付三,---
---,上海,松江区,北九峰小区,4室1厅,---,24,"(2, 12]",1730,1730,1730,1730,押一付三,---
---,上海,松江区,北九峰小区,4室1厅,---,15,"(1, 11]",1560,1560,1560,1560,押一付三,---
---,上海,松江区,金港花园（公寓）,4室1厅,---,24,"(2, 12]",1930,1930,1930,1930,押一付三,---
---,上海,松江区,江川二村北区,3室1厅,---,15,"(1, 11]",1860,1860,1860,1860,押一付三,---
---,上海,松江区,星辰园,4室1厅,---,20,"(2, 12]",2200,2200,2200,2200,押一付三,---
---,上海,松江区,白洋苑,4室1厅,---,13,"(1, 11]",1230,1230,1230,1230,押一付三,---
---,上海,松江区,亭汇花苑,4室1厅,---,14,"(1, 11]",1990,1990,1990,1990,押一付三,---
---,上海,松江区,古楼新苑,4室1厅,---,24,"(2, 12]",1760,1760,1760,1760,押一付三,---
---,上海,松江区,贝尚湾（公寓）,3室1厅,---,13,"(1, 11]",2330,2330,2330,2330,押一付三,---
---,上海,松江区,高乐小区,4室1厅,---,14,"(1, 11]",1490,1490,1490,1490,押一付三,---
---,上海,松江区,保利西子湾,2室1厅,---,16,"(1, 11]",1930,1930,1930,1930,押一付三,---
---,上海,松江区,保利西子湾,3室1厅,---,14,"(1, 11]",1690,1690,1690,1690,押一付三,---
---,上海,松江区,五洲云景花苑,3室1厅,---,15,"(1, 11]",2060,2060,2060,2060,押一付三,---
---,上海,松江区,新凯城银杏苑,2室1厅,---,11,"(1, 11]",1630,1630,1630,1630,押一付三,---
---,上海,松江区,保利西子湾,5室1厅,---,11,"(1, 11]",1690,1690,1690,1690,押一付三,---
---,上海,松江区,江川二村北区,3室1厅,---,13,"(1, 11]",1530,1530,1530,1530,押一付三,---
---,上海,松江区,华润佘山九里,5室1厅,---,22,"(2, 12]",1660,1660,1660,1660,押一付三,---
---,上海,松江区,海德公寓,4室1厅,---,14,"(1, 11]",2000,2000,2000,2000,押一付三,---
---,上海,松江区,知雅汇（公寓）,3室1厅,---,11,"(1, 11]",1730,1730,1730,1730,押一付三,---
---,上海,松江区,绿庭尚城,4室1厅,---,7,"(0, 10]",1590,1590,1590,1590,押一付三,---
---,上海,松江区,信达蓝爵,4室1厅,---,10,"(1, 11]",1660,1660,1660,1660,押一付三,---
---,上海,松江区,天宝恬苑,4室1厅,---,12,"(1, 11]",1760,1760,1760,1760,押一付三,---
---,上海,松江区,金港花园（公寓）,3室1厅,---,18,"(1, 11]",2190,2190,2190,2190,押一付三,---
---,上海,松江区,江川二村北区,3室1厅,---,13,"(1, 11]",1630,1630,1630,1630,押一付三,---
---,上海,松江区,江诚苑,4室1厅,---,15,"(1, 11]",1490,1490,1490,1490,押一付三,---
---,上海,松江区,南部阳光翠庭,4室1厅,---,12,"(1, 11]",1420,1420,1420,1420,押一付三,---
---,上海,松江区,润江花苑,3室1厅,---,17,"(1, 11]",1690,1690,1690,1690,押一付三,---
---,上海,松江区,白洋苑,3室1厅,---,22,"(2, 12]",1530,1530,1530,1530,押一付三,---
---,上海,松江区,新凯城丹桂苑,3室1厅,---,12,"(1, 11]",1530,1530,1530,1530,押一付三,---
---,上海,松江区,华润佘山九里,5室2厅,---,12,"(1, 11]",1510,1510,1510,1510,押一付三,---
---,上海,松江区,江川二村北区,3室1厅,---,15,"(1, 11]",1690,1690,1690,1690,押一付三,---
---,上海,松江区,金地自在城（二期）,4室1厅,---,9,"(0, 10]",1440,1440,1440,1440,押一付三,---
---,上海,松江区,知雅汇（公寓）,4室1厅,---,21,"(2, 12]",2090,2090,2090,2090,押一付三,---
---,上海,松江区,百鸟苑,3室1厅,---,8,"(0, 10]",1360,1360,1360,1360,押一付三,---
---,上海,松江区,塘和家园德宁苑,4室1厅,---,17,"(1, 11]",1730,1730,1730,1730,押一付三,---
---,上海,松江区,塘和家园德宁苑,4室1厅,---,12,"(1, 11]",1560,1560,1560,1560,押一付三,---
---,上海,松江区,祥和花苑,4室1厅,---,18,"(1, 11]",1560,1560,1560,1560,押一付三,---
---,上海,松江区,新凯城玉兰苑,4室1厅,---,7,"(0, 10]",1160,1160,1160,1160,押一付三,---
---,上海,松江区,奥林匹克花园,4室1厅,---,9,"(0, 10]",1870,1870,1870,1870,押一付三,---
---,上海,松江区,美丽星城,4室1厅,---,17,"(1, 11]",2260,2260,2260,2260,押一付三,---
---,上海,松江区,美丽星城,4室1厅,---,9,"(0, 10]",1830,1830,1830,1830,押一付三,---
---,上海,松江区,美丽星城,4室1厅,---,18,"(1, 11]",2660,2660,2660,2660,押一付三,---
---,上海,松江区,美丽星城,4室1厅,---,10,"(1, 11]",1890,1890,1890,1890,押一付三,---
---,上海,松江区,美丽星城,3室1厅,---,18,"(1, 11]",2330,2330,2330,2330,押一付三,---
---,上海,松江区,美丽星城,3室1厅,---,13,"(1, 11]",2130,2130,2130,2130,押一付三,---
---,上海,松江区,美丽星城,3室1厅,---,10,"(1, 11]",1890,1890,1890,1890,押一付三,---
---,上海,松江区,奥林匹克花园,4室1厅,---,10,"(1, 11]",1830,1830,1830,1830,押一付三,---
---,上海,松江区,奥林匹克花园,4室1厅,---,18,"(1, 11]",2230,2230,2230,2230,押一付三,---
---,上海,松江区,奥林匹克花园,4室1厅,---,20,"(2, 12]",2630,2630,2630,2630,押一付三,---
---,上海,松江区,奥林匹克花园,4室1厅,---,11,"(1, 11]",1860,1860,1860,1860,押一付三,---
---,上海,松江区,亭汇花苑,4室1厅,---,14,"(1, 11]",2190,2190,2190,2190,押一付三,---
---,上海,松江区,亭园,3室1厅,---,21,"(2, 12]",2400,2400,2400,2400,押一付三,---
---,上海,松江区,绿庭尚城,3室1厅,---,20,"(2, 12]",2590,2590,2590,2590,押一付三,---
---,上海,松江区,江川二村北区,4室1厅,---,11,"(1, 11]",1530,1530,1530,1530,押一付三,---
---,上海,松江区,亭汇花苑,4室1厅,---,20,"(2, 12]",2580,2580,2580,2580,押一付三,---
---,上海,卢湾区,中辉新苑,4室1厅,---,10,"(1, 11]",2860,2860,2860,2860,押一付三,---
---,上海,卢湾区,南园新村,2室1厅,---,17,"(1, 11]",3440,3440,3440,3440,押一付三,---
---,上海,卢湾区,卢湾城市花园,4室1厅,---,12,"(1, 11]",3230,3230,3230,3230,押一付三,---
---,上海,卢湾区,卢湾城市花园,4室1厅,---,7,"(0, 10]",2660,2660,2660,2660,押一付三,---
---,上海,黄浦区,百花公寓,3室1厅,---,15,"(1, 11]",3430,3430,3430,3430,押一付三,---
---,上海,黄浦区,百汇公寓,4室1厅,---,8,"(0, 10]",2410,2410,2410,2410,押一付三,---
---,上海,黄浦区,阳光里,3室1厅,---,13,"(1, 11]",3090,3090,3090,3090,押一付三,---
---,上海,闸北区,永兴小马路70号,2室1厅,---,11,"(1, 11]",2790,2790,2790,2790,押一付三,---
---,上海,闸北区,协和大厦,3室1厅,---,8,"(0, 10]",2430,2430,2430,2430,押一付三,---
---,上海,闸北区,洛川中路901弄,3室1厅,---,17,"(1, 11]",2730,2730,2730,2730,押一付三,---
---,上海,闸北区,灵广大厦,5室1厅,---,23,"(2, 12]",3560,3560,3560,3560,押一付三,---
---,上海,闸北区,宁和小区,2室1厅,---,56,"(5, 15]",6240,6240,6240,6240,押一付三,---
---,上海,闸北区,三泉路517弄,1室0厅,---,54,"(5, 15]",4260,4260,4260,4260,押一付三,---
---,上海,闸北区,旭阳苑,4室2厅,---,9,"(0, 10]",2660,2660,2660,2660,押一付三,---
---,上海,闸北区,明园森林都市,3室1厅,---,11,"(1, 11]",2430,2430,2430,2430,押一付三,---
---,上海,闸北区,慧芝湖花园,4室1厅,---,22,"(2, 12]",3990,3990,3990,3990,押一付三,---
---,上海,闸北区,绿色丽园,4室1厅,---,12,"(1, 11]",3030,3030,3030,3030,押一付三,---
---,上海,闸北区,三兴大楼,3室1厅,---,18,"(1, 11]",3290,3290,3290,3290,押一付三,---
---,上海,闸北区,三兴大楼,3室1厅,---,13,"(1, 11]",2930,2930,2930,2930,押一付三,---
---,上海,闸北区,明园森林都市,4室2厅,---,8,"(0, 10]",2660,2660,2660,2660,押一付三,---
---,上海,闸北区,华舟大厦,3室1厅,---,9,"(0, 10]",2750,2750,2750,2750,押一付三,---
---,上海,闸北区,明园森林都市,3室1厅,---,11,"(1, 11]",2630,2630,2630,2630,押一付三,---
---,上海,闸北区,共康前进公寓,4室1厅,---,13,"(1, 11]",2090,2090,2090,2090,押一付三,---
---,上海,闸北区,万峰梦湖苑,3室1厅,---,25,"(2, 12]",3100,3100,3100,3100,押一付三,---
---,上海,闸北区,菁鸿锦庭,3室2厅,---,10,"(1, 11]",2390,2390,2390,2390,押一付三,---
---,上海,闸北区,延平小区,2室1厅,---,10,"(1, 11]",2600,2600,2600,2600,押一付三,---
---,上海,闸北区,金甸大楼,3室1厅,---,15,"(1, 11]",2900,2900,2900,2900,押一付三,---
---,上海,闸北区,悠和家园,3室1厅,---,14,"(1, 11]",3360,3360,3360,3360,押一付三,---
---,上海,闸北区,灵广大厦,3室1厅,---,16,"(1, 11]",2930,2930,2930,2930,押一付三,---
---,上海,闸北区,明园森林都市,4室2厅,---,14,"(1, 11]",2730,2730,2730,2730,押一付三,---
---,上海,闸北区,明园森林都市,4室2厅,---,11,"(1, 11]",3260,3260,3260,3260,押一付三,---
---,上海,闸北区,志业公寓,4室1厅,---,17,"(1, 11]",2660,2660,2660,2660,押一付三,---
---,上海,闸北区,明园森林都市,4室2厅,---,15,"(1, 11]",2500,2500,2500,2500,押一付三,---
---,上海,闸北区,康泉公寓,4室1厅,---,11,"(1, 11]",2130,2130,2130,2130,押一付三,---
---,上海,闸北区,康泉公寓,4室1厅,---,12,"(1, 11]",2190,2190,2190,2190,押一付三,---
---,上海,闸北区,新梅共和城,4室2厅,---,11,"(1, 11]",2490,2490,2490,2490,押一付三,---
---,上海,闸北区,阳曲路570弄,2室1厅,---,18,"(1, 11]",2490,2490,2490,2490,押一付三,---
---,上海,闸北区,美树铭家,4室1厅,---,13,"(1, 11]",1890,1890,1890,1890,押一付三,---
---,上海,闸北区,英达大厦,3室1厅,---,14,"(1, 11]",2860,2860,2860,2860,押一付三,---
---,上海,闸北区,共康四村,2室1厅,---,10,"(1, 11]",2100,2100,2100,2100,押一付三,---
---,上海,闸北区,灵广大厦,5室1厅,---,12,"(1, 11]",2590,2590,2590,2590,押一付三,---
---,上海,闸北区,天晋小区,3室1厅,---,14,"(1, 11]",3190,3190,3190,3190,押一付三,---
---,上海,闸北区,天晋小区,3室1厅,---,17,"(1, 11]",3330,3330,3330,3330,押一付三,---
---,上海,闸北区,天晋小区,3室1厅,---,14,"(1, 11]",3190,3190,3190,3190,押一付三,---
---,上海,闸北区,英达大厦,3室1厅,---,14,"(1, 11]",2890,2890,2890,2890,押一付三,---
---,上海,闸北区,共和新路1363弄,2室1厅,---,17,"(1, 11]",3160,3160,3160,3160,押一付三,---
---,上海,闸北区,越秀苑,4室1厅,---,13,"(1, 11]",2560,2560,2560,2560,押一付三,---
---,上海,闸北区,精文城上城,3室1厅,---,18,"(1, 11]",3230,3230,3230,3230,押一付三,---
---,上海,闸北区,东方明珠大宁公寓,3室1厅,---,19,"(1, 11]",3690,3690,3690,3690,押一付三,---
---,上海,闸北区,幸福新苑,1室0厅,---,35,"(3, 13]",4000,4000,4000,4000,押一付三,---
---,上海,闸北区,金峰大厦,4室1厅,---,13,"(1, 11]",2890,2890,2890,2890,押一付三,---
---,上海,闸北区,协诚中心大厦,3室1厅,---,14,"(1, 11]",2790,2790,2790,2790,押一付三,---
---,上海,闸北区,协诚中心大厦,3室1厅,---,19,"(1, 11]",3030,3030,3030,3030,押一付三,---
---,上海,闸北区,协诚中心大厦,3室1厅,---,10,"(1, 11]",2590,2590,2590,2590,押一付三,---
---,上海,闸北区,中山北路197弄,2室1厅,---,11,"(1, 11]",2830,2830,2830,2830,押一付三,---
---,上海,闸北区,中山北路197弄,2室1厅,---,20,"(2, 12]",3290,3290,3290,3290,押一付三,---
---,上海,宝山区,文华苑,3室1厅,---,14,"(1, 11]",2430,2430,2430,2430,押一付三,---
---,上海,宝山区,南泉苑,2室1厅,---,18,"(1, 11]",2790,2790,2790,2790,押一付三,---
---,上海,宝山区,好日子大家园D区,3室1厅,---,14,"(1, 11]",1460,1460,1460,1460,押一付三,---
---,上海,宝山区,馨佳园六街坊,3室1厅,---,14,"(1, 11]",1690,1690,1690,1690,押一付三,---
---,上海,宝山区,锦秋花园八区,4室2厅,---,10,"(1, 11]",1830,1830,1830,1830,押一付三,---
---,上海,宝山区,富长苑,4室1厅,---,20,"(2, 12]",1830,1830,1830,1830,押一付三,---
---,上海,宝山区,古北菊翔苑（菊联路233弄）,3室2厅,---,12,"(1, 11]",1410,1410,1410,1410,押一付三,---
---,上海,宝山区,逸居苑,3室1厅,---,18,"(1, 11]",2360,2360,2360,2360,押一付三,---
---,上海,宝山区,宝钢九村小区,2室1厅,---,12,"(1, 11]",2060,2060,2060,2060,押一付三,---
---,上海,宝山区,好日子大家园A区,4室1厅,---,19,"(1, 11]",1760,1760,1760,1760,押一付三,---
---,上海,宝山区,香逸湾,4室1厅,---,21,"(2, 12]",1860,1860,1860,1860,押一付三,---
---,上海,宝山区,淞南五村,2室1厅,---,18,"(1, 11]",2490,2490,2490,2490,押一付三,---
---,上海,宝山区,汇枫景苑（祁华路）,3室1厅,---,13,"(1, 11]",1860,1860,1860,1860,押一付三,---
---,上海,宝山区,美罗家园罗智苑,4室1厅,---,15,"(1, 11]",1460,1460,1460,1460,押一付三,---
---,上海,宝山区,丰宝苑,2室1厅,---,13,"(1, 11]",2030,2030,2030,2030,押一付三,---
---,上海,宝山区,呼玛四村,3室1厅,---,11,"(1, 11]",1960,1960,1960,1960,押一付三,---
---,上海,宝山区,长宏新苑,2室1厅,---,10,"(1, 11]",2220,2220,2220,2220,押一付三,---
---,上海,宝山区,逸兴家园,3室1厅,---,25,"(2, 12]",2560,2560,2560,2560,押一付三,---
---,上海,宝山区,康泰新城,4室1厅,---,19,"(1, 11]",2560,2560,2560,2560,押一付三,---
---,上海,宝山区,汇枫景苑（祁华路）,3室1厅,---,14,"(1, 11]",1790,1790,1790,1790,押一付三,---
---,上海,宝山区,吴淞三村,3室1厅,---,16,"(1, 11]",2230,2230,2230,2230,押一付三,---
---,上海,宝山区,菊泉新村,3室1厅,---,9,"(0, 10]",1360,1360,1360,1360,押一付三,---
---,上海,宝山区,聚丰景都,4室1厅,---,10,"(1, 11]",1490,1490,1490,1490,押一付三,---
---,上海,宝山区,和家欣苑-A区,3室1厅,---,10,"(1, 11]",1660,1660,1660,1660,押一付三,---
---,上海,宝山区,长江路68弄,2室1厅,---,24,"(2, 12]",2490,2490,2490,2490,押一付三,---
---,上海,宝山区,聚丰景都,4室1厅,---,20,"(2, 12]",1940,1940,1940,1940,押一付三,---
---,上海,宝山区,长江路780弄,2室1厅,---,16,"(1, 11]",2210,2210,2210,2210,押一付三,---
---,上海,宝山区,祁连二村C街坊,2室1厅,---,10,"(1, 11]",1480,1480,1480,1480,押一付三,---
---,上海,宝山区,古北菊翔苑南区,3室1厅,---,13,"(1, 11]",1380,1380,1380,1380,押一付三,---
---,上海,宝山区,嘉骏花苑,3室1厅,---,15,"(1, 11]",2090,2090,2090,2090,押一付三,---
---,上海,宝山区,中怡家园,4室1厅,---,11,"(1, 11]",1320,1320,1320,1320,押一付三,---
---,上海,宝山区,经纬阳光水岸家园（一期）,3室1厅,---,13,"(1, 11]",1510,1510,1510,1510,押一付三,---
---,上海,宝山区,聚丰景都,3室1厅,---,14,"(1, 11]",1620,1620,1620,1620,押一付三,---
---,上海,宝山区,琉樽尚品,2室1厅,---,11,"(1, 11]",2090,2090,2090,2090,押一付三,---
---,上海,宝山区,采菊苑,3室1厅,---,14,"(1, 11]",1760,1760,1760,1760,押一付三,---
---,上海,宝山区,丰皓苑,3室2厅,---,10,"(1, 11]",1760,1760,1760,1760,押一付三,---
